ac_type,ac_type_clasif1,ac_type_clasif2
Boeing B-727-30,Avión comercial de pasajeros,Avión
Boeing B-727-46,Avión comercial de pasajeros,Avión
Boeing B-727-64,Avión comercial de pasajeros,Avión
Boeing B-727-81,Avión comercial de pasajeros,Avión
Boeing B-727-86,Avión comercial de pasajeros,Avión
Boeing B-727-92C,Avión comercial de pasajeros,Avión
Boeing B-727-95,Avión comercial de pasajeros,Avión
Boeing B-737-200,Avión comercial de pasajeros,Avión
Boeing B-737-204,Avión comercial de pasajeros,Avión
Boeing B-737-204C,Avión comercial de pasajeros,Avión
Boeing B-737-209,Avión comercial de pasajeros,Avión
Boeing B-737-210C(A) Combi,Avión comercial de pasajeros,Avión
Boeing B-737-219,Avión comercial de pasajeros,Avión
Boeing B-737-222,Avión comercial de pasajeros,Avión
Boeing B-737-230,Avión comercial de pasajeros,Avión
Boeing B-737-230A,Avión comercial de pasajeros,Avión
Boeing B-737-236,Avión comercial de pasajeros,Avión
Boeing B-737-241,Avión comercial de pasajeros,Avión
Boeing B-737-244,Avión comercial de pasajeros,Avión
Boeing B-737-247 / Boeing B-757-21B,Avión comercial de pasajeros,Avión
Boeing B-737-266,Avión comercial de pasajeros,Avión
Boeing B-737-270C,Avión comercial de pasajeros,Avión
Boeing B-737-275,Avión comercial de pasajeros,Avión
Boeing B-737-281,Avión comercial de pasajeros,Avión
Boeing B-737-282,Avión comercial de pasajeros,Avión
Boeing B-737-291,Avión comercial de pasajeros,Avión
Boeing B-737-297,Avión comercial de pasajeros,Avión
Boeing B-737-2A1,Avión comercial de pasajeros,Avión
Boeing B-737-2A8,Avión comercial de pasajeros,Avión
Boeing B-737-2A8 Advanced,Avión comercial de pasajeros,Avión
Boeing B-737-2C3,Avión comercial de pasajeros,Avión
Boeing B-737-2F9,Avión comercial de pasajeros,Avión
Boeing B-737-2H4,Avión comercial de pasajeros,Avión
Boeing B-737-2H6,Avión comercial de pasajeros,Avión
Boeing B-737-2H7C,Avión comercial de pasajeros,Avión
Boeing B-737-2K9,Avión comercial de pasajeros,Avión
Boeing B-737-2L9,Avión comercial de pasajeros,Avión
Boeing B-737-2P5,Avión comercial de pasajeros,Avión
Boeing B-737-2P6,Avión comercial de pasajeros,Avión
Boeing B-737-2T4,Avión comercial de pasajeros,Avión
Boeing B-737-2V2,Avión comercial de pasajeros,Avión
Boeing B-737-300,Avión comercial de pasajeros,Avión
Boeing B-737-300 / Swearingen SA-227AC,Avión comercial de pasajeros,Avión
Boeing B-737-31B,Avión comercial de pasajeros,Avión
Boeing B-737-3B7,Avión comercial de pasajeros,Avión
Boeing B-737-3Q8,Avión comercial de pasajeros,Avión
Boeing B-737-3T0,Avión comercial de pasajeros,Avión
Boeing B-737-3T5,Avión comercial de pasajeros,Avión
Boeing B-737-3Y0,Avión comercial de pasajeros,Avión
Boeing B-737-401,Avión comercial de pasajeros,Avión
Boeing B-737-497,Avión comercial de pasajeros,Avión
Boeing B-737-4D7,Avión comercial de pasajeros,Avión
Boeing B-737-4Q8,Avión comercial de pasajeros,Avión
Boeing B-737-4Y0,Avión comercial de pasajeros,Avión
Boeing B-737-505,Avión comercial de pasajeros,Avión
Boeing B-737-566,Avión comercial de pasajeros,Avión
Boeing B-737-5L9,Avión comercial de pasajeros,Avión
Boeing B-737-73V,Avión comercial de pasajeros,Avión
Boeing B-737-7H4,Avión comercial de pasajeros,Avión
Boeing B-737-8AL,Avión comercial de pasajeros,Avión
Boeing B-737-8EH /EMB-135JB,Avión comercial de pasajeros,Avión
Boeing B-737-8GP,Avión comercial de pasajeros,Avión
Boeing B-737-T43,Avión militar,Avión
Boeing B-747,Avión comercial de pasajeros,Avión
Boeing B-747-121,Avión comercial de pasajeros,Avión
Boeing B-747-121 / Boeing B-747-206B,Avión comercial de pasajeros,Avión
Boeing B-747-121A,Avión comercial de pasajeros,Avión
Boeing B-747-122,Avión comercial de pasajeros,Avión
Boeing B-747-130,Avión comercial de pasajeros,Avión
Boeing B-747-131,Avión comercial de pasajeros,Avión
Boeing B-747-131F,Avión de carga,Avión
Boeing B-747-168B / Ilyushin IL-76TD,Avión de carga,Avión
Boeing B-747-200,Avión comercial de pasajeros,Avión
Boeing B-747-209B,Avión comercial de pasajeros,Avión
Boeing B-747-209BSF,Avión de carga,Avión
Boeing B-747-230B,Avión comercial de pasajeros,Avión
Boeing B-747-237B,Avión comercial de pasajeros,Avión
Boeing B-747-244B Combi,Avión comercial de pasajeros,Avión
Boeing B-747-258F,Avión de carga,Avión
Boeing B-747-283B,Avión comercial de pasajeros,Avión
Boeing B-747-2B5B,Avión comercial de pasajeros,Avión
Boeing B-747-2R7F,Avión de carga,Avión
Boeing B-747-300,Avión comercial de pasajeros,Avión
Boeing B-747-412,Avión comercial de pasajeros,Avión
Boeing B-747-428BCF,Avión de carga,Avión
Boeing B-747-466,Avión comercial de pasajeros,Avión
Boeing B-747-48EF,Avión de carga,Avión
Boeing B-747-SP-09,Avión comercial de pasajeros,Avión
Boeing B-747-SR46,Avión comercial de pasajeros,Avión
Boeing B-757-200,Avión comercial de pasajeros,Avión
Boeing B-757-222,Avión comercial de pasajeros,Avión
Boeing B-757-223,Avión comercial de pasajeros,Avión
Boeing B-757-225,Avión comercial de pasajeros,Avión
Boeing B-767-200ER,Avión comercial de pasajeros,Avión
Boeing B-767-222,Avión comercial de pasajeros,Avión
Boeing B-767-233ER,Avión comercial de pasajeros,Avión
Boeing B-767-260ER,Avión comercial de pasajeros,Avión
Boeing B-767-366ER,Avión comercial de pasajeros,Avión
Boeing B-767-3Z9ER,Avión comercial de pasajeros,Avión
Boeing B-777-28EER,Avión comercial de pasajeros,Avión
Boeing B17G,Avión militar,Avión
Boeing B307-1 Stratoliner,Avión comercial de pasajeros,Avión
Boeing B377-10-28 Stratocruiser,Avión comercial de pasajeros,Avión
Boeing B52 Stratofortress/Boeing KC 135A,Avión militar,Avión
Boeing B747-44AF,Avión de carga,Avión
Boeing C-135A,Avión militar,Avión
Boeing C-135B,Avión militar,Avión
Boeing C-97,Avión militar,Avión
Boeing C-97A Stratofreighter,Avión militar,Avión
Boeing C-97C,Avión militar,Avión
Boeing CH-47 Chinook,Helicóptero militar,Helicóptero
Boeing CH47A (helicopter),Helicóptero militar,Helicóptero
Boeing EC-135N,Avión militar,Avión
Boeing KC-135,Avión militar,Avión
Boeing KC-135A,Avión militar,Avión
Boeing KC-135A / Boeing KC-135A,Avión militar,Avión
Boeing KC-135C,Avión militar,Avión
Boeing KC-135E,Avión militar,Avión
Boeing KC-97G Stratofreighter,Avión militar,Avión
Boeing RB-52B,Avión militar,Avión
Boeing RC-135E,Avión militar,Avión
Boeing RC-135S,Avión militar,Avión
Boeing RC-135T,Avión militar,Avión
Boeing TB-29A Super Fortress,Avión militar,Avión
Boeing Vertol CH-47 (helicopter),Helicóptero militar,Helicóptero
Boeing Vertol CH-47 (helilcopter),Helicóptero militar,Helicóptero
Boeing Vertol CH-47A (helicopter),Helicóptero militar,Helicóptero
Boeing Vertol CH-47C,Helicóptero militar,Helicóptero
Boeing Vertol CH-47C (helicopter),Helicóptero militar,Helicóptero
Boeing Vertol CH47A (helicopter),Helicóptero militar,Helicóptero
Boeing Vertol CH47B (helicopter),Helicóptero militar,Helicóptero
Boeing Vertol CH47C (helicopter),Helicóptero militar,Helicóptero
Boeing Vertol Chinook HC-2 (helicopter),Helicóptero militar,Helicóptero
Boeing Vetrol 107 II helicopter,Helicóptero civil,Helicóptero
Boeing XB-29,Avión militar,Avión
Boeing-Vertol Chinook,Helicóptero militar,Helicóptero
Bombardier CRJ200,Avión comercial de pasajeros,Avión
Bombardier DHC-8-402 Q400,Avión comercial de pasajeros,Avión
Both Eurocopter AS350B3,Helicóptero militar,Helicóptero
Boulton and Paul P-71,Avión militar,Avión
Breguet 14,Avión militar,Avión
Breguet 280T,Avión comercial de pasajeros,Avión
Bristol 170 Freighter,Avión de carga,Avión
Bristol 170 Freighter 21,Avión de carga,Avión
Bristol 170 Freighter 21E,Avión de carga,Avión
Bristol 170 Freighter 31,Avión de carga,Avión
Bristol 170 Freighter 31 Mark II,Avión de carga,Avión
Bristol 170 Freighter 31E,Avión de carga,Avión
Bristol 170 Freighter 31M,Avión de carga,Avión
Bristol 170 Freighter I,Avión de carga,Avión
Bristol 170 Freighter XI,Avión de carga,Avión
Bristol 175 Britannia 312,Avión comercial de pasajeros,Avión
Bristol 28 Tourer,Avión de transporte y pasajeros,Avión
Bristol Britannia 102,Avión comercial de pasajeros,Avión
Bristol Britannia 175,Avión comercial de pasajeros,Avión
Bristol Britannia 312,Avión comercial de pasajeros,Avión
Bristol Britannia 314,Avión comercial de pasajeros,Avión
British Aerospace  BAe Jetstream 32EP,Avión comercial de pasajeros,Avión
British Aerospace 146-300,Avión comercial de pasajeros,Avión
British Aerospace 3101 Jetstream 31,Avión comercial de pasajeros,Avión
British Aerospace 748 2A,Avión comercial de pasajeros,Avión
British Aerospace APT,Avión comercial de pasajeros,Avión
British Aerospace ATP,Avión comercial de pasajeros,Avión
British Aerospace BAE-146-200A,Avión comercial de pasajeros,Avión
British Aerospace BAe 125-700A Hawker,Avión de transporte y pasajeros,Avión
British Aerospace BAe-125-700A,Avión de transporte y pasajeros,Avión
British Aerospace BAe-125-700B,Avión de transporte y pasajeros,Avión
British Aerospace BAe-125-800A,Avión de transporte y pasajeros,Avión
British Aerospace BAe-146-100,Avión comercial de pasajeros,Avión
British Aerospace BAe-146-200A,Avión comercial de pasajeros,Avión
British Aerospace BAe-146-300,Avión comercial de pasajeros,Avión
British Aerospace Jetstream 3201,Avión comercial de pasajeros,Avión
British Aerospace Jetstream 41,Avión comercial de pasajeros,Avión
British Aerospace Jetstream 4101,Avión comercial de pasajeros,Avión
British Aerospace Jetstream BA-3100,Avión comercial de pasajeros,Avión
British Aerospace Nimrod MR-2,Avión militar,Avión
British Aerospace Nimrod MR-2P,Avión militar,Avión
Britten Norman BN Islander,Avión de transporte y pasajeros,Avión
Britten Norman BN-2A Trislander,Avión de transporte y pasajeros,Avión
Britten Norman BN-2A Trislander II,Avión de transporte y pasajeros,Avión
Britten Norman BN-2A Trislander Mk3,Avión de transporte y pasajeros,Avión
Britten Norman BN-2A Trislander7,Avión de transporte y pasajeros,Avión
Britten Norman BN-2A-20 Trislander,Avión de transporte y pasajeros,Avión
Britten Norman BN-2A-21 Trislander,Avión de transporte y pasajeros,Avión
Britten Norman BN-2A-26,Avión de transporte y pasajeros,Avión
Britten Norman BN-2A-26 Trislander,Avión de transporte y pasajeros,Avión
Britten Norman BN-2A-27 Islander,Avión de transporte y pasajeros,Avión
Britten Norman BN-2A-3 Islander,Avión de transporte y pasajeros,Avión
Britten Norman BN-2B Trislander,Avión de transporte y pasajeros,Avión
Britten Norman BN-7A lslander,Avión de transporte y pasajeros,Avión
Britten-Norman  BN-2A-20 Trislander,Avión de transporte y pasajeros,Avión
Britten-Norman 2B-21 Islander,Avión de transporte y pasajeros,Avión
Britten-Norman BN-2 Islander,Avión de transporte y pasajeros,Avión
Britten-Norman BN-2A Islander,Avión de transporte y pasajeros,Avión
Britten-Norman BN-2A-20 Islander,Avión de transporte y pasajeros,Avión
Britten-Norman BN-2A-21,Avión de transporte y pasajeros,Avión
Britten-Norman BN-2A-21 Islander,Avión de transporte y pasajeros,Avión
Britten-Norman BN-2A-21 Trislander,Avión de transporte y pasajeros,Avión
Britten-Norman BN-2A-26 Islander,Avión de transporte y pasajeros,Avión
Britten-Norman BN-2A-26 Trislander,Avión de transporte y pasajeros,Avión
Britten-Norman BN-2A-27 Islander,Avión de transporte y pasajeros,Avión
Britten-Norman BN-2A-3 Islander,Avión de transporte y pasajeros,Avión
Britten-Norman BN-2A-6 Islander,Avión de transporte y pasajeros,Avión
Britten-Norman BN-2A-8 Island,Avión de transporte y pasajeros,Avión
Britten-Norman BN-2A-8 Islander,Avión de transporte y pasajeros,Avión
Britten-Norman BN-2A-8 Trislander,Avión de transporte y pasajeros,Avión
Britten-Norman BN-2A-9 Islander,Avión de transporte y pasajeros,Avión
Britten-Norman BN-2B-26 Islander,Avión de transporte y pasajeros,Avión
Britten-Norman BN-2B-27 Islander,Avión de transporte y pasajeros,Avión
Britten-Norman BN2 Islander,Avión de transporte y pasajeros,Avión
Britten-Norman BN2A-III-2 Trislander,Avión de transporte y pasajeros,Avión
Britten-Norman Islander,Avión de transporte y pasajeros,Avión
Britten-Norman Trislander,Avión de transporte y pasajeros,Avión
Budd RB-1 Conestoga,Avión militar,Avión
Burgess RV-6 experimental,Avión experimental,Avión
C-46,Avión militar,Avión
C-47 Dakota DT-941,Avión militar,Avión
C-47(DC-3),Avión militar,Avión
CAMS 53,Avión comercial de pasajeros,Avión
CAMS 56,Avión comercial de pasajeros,Avión
CASA  CN-235-200,Avión militar,Avión
CASA 212,Avión militar,Avión
CASA 212 Aviocar,Avión militar,Avión
CASA 212 Aviocar 100,Avión militar,Avión
CASA 212 Aviocar 200,Avión militar,Avión
CASA 212 Aviocar 300,Avión militar,Avión
CASA 212-100,Avión militar,Avión
CASA 212-200 Aviocar,Avión militar,Avión
CASA 212-A3 Aviocar 100,Avión militar,Avión
CASA 212-CC,Avión militar,Avión
CASA 212-DE Aviocar 200,Avión militar,Avión
CASA 212-MP Aviocar 200,Avión militar,Avión
CASA 212-S1 Aviocar 100,Avión militar,Avión
CASA 235-10,Avión militar,Avión
CASA C-212 Aviocar 300DF,Avión militar,Avión
CASA C-295M,Avión militar,Avión
CASA CN-235-100,Avión militar,Avión
CASA CN-235M-10,Avión militar,Avión
CASA NC-212,Avión militar,Avión
CASA NC-212 Aviocar 200,Avión militar,Avión
CASA NC-212-200,Avión militar,Avión
CF-100 Mark 4B,Avión militar,Avión
CH-47 Chinook,Helicóptero militar,Helicóptero
CH-47D Chinook,Helicóptero militar,Helicóptero
CH-53D,Helicóptero militar,Helicóptero
CH53E Sea Stallion,Helicóptero militar,Helicóptero
CMASA Wal,Hidroavión militar,Hidroavión
CMASA Wal (flying boat),Hidroavión militar,Hidroavión
CRDA CANT Z-506,Hidroavión de transporte y pasajeros,Hidroavión
Cams 53,Avión comercial de pasajeros,Avión
Cams 53-1,Avión comercial de pasajeros,Avión
Canadair C-4 Argonaut,Avión comercial de pasajeros,Avión
Canadair C-4-1 Northstar / Harvard Mark II,Avión militar,Avión
Canadair CL-44,Avión de carga,Avión
Canadair CL-44D4-1,Avión de carga,Avión
Canadair CL-44D4-2,Avión de carga,Avión
Canadair CL-44D4-6,Avión de carga,Avión
Canadair CL-44J,Avión de carga,Avión
Canadair CL-600 CRJ-100ER,Avión comercial de pasajeros,Avión
Canadair CL-600-2B16 Challenger 604,Avión de transporte y pasajeros,Avión
Canadair CL-600-2B16-Challenger,Avión de transporte y pasajeros,Avión
Canadair CL-601-2A12 Challenger,Avión de transporte y pasajeros,Avión
Canadair CL-604,Avión de transporte y pasajeros,Avión
Canadair CP-107 MK-2,Avión militar,Avión
Canadair CRJ-100ER,Avión comercial de pasajeros,Avión
Canadair CRJ-200,Avión comercial de pasajeros,Avión
Canadair CRJ-200ER,Avión comercial de pasajeros,Avión
Canadair CRJ200LR RegionalJet,Avión comercial de pasajeros,Avión
Canadair DC-4M-2 Northstar,Avión comercial de pasajeros,Avión
Cant Z-506,Hidroavión militar,Hidroavión
Caproni Ca.48,Avión militar,Avión
Caravelle VIR,Avión comercial de pasajeros,Avión
Casa 212 Aviocar,Avión militar,Avión
Casa 212-AB10 Aviocar,Avión militar,Avión
Casa 352,Avión militar,Avión
Catalina Flying Boat,Hidroavión militar,Hidroavión
Caudron C-61,Avión militar,Avión
Caudron C-630 Simoun,Avión comercial de pasajeros,Avión
Caudron C.635 Simoun,Avión comercial de pasajeros,Avión
Cessna  208B Grand Caravan,Avión comercial de pasajeros,Avión
Cessna  501 Citation,Avión de transporte y pasajeros,Avión
Cessna 172H,Avión ligero,Avión
Cessna 177B,Avión ligero,Avión
Cessna 177RG,Avión ligero,Avión
Cessna 180H,Avión ligero,Avión
Cessna 185,Avión ligero,Avión
Cessna 185A,Avión ligero,Avión
Cessna 206,Avión ligero,Avión
Cessna 207,Avión ligero,Avión
Cessna 207 / Cessna 207,Avión ligero,Avión
Cessna 207A,Avión ligero,Avión
Cessna 208 Caravan,Avión comercial de pasajeros,Avión
Cessna 208 Caravan I,Avión comercial de pasajeros,Avión
Cessna 208 Grand Caravan,Avión comercial de pasajeros,Avión
Cessna 208A Caravan I Cargomaster,Avión de carga,Avión
Cessna 208B Caravan I,Avión comercial de pasajeros,Avión
Cessna 208B Caravan I Super Cargomaster,Avión de carga,Avión
Cessna 208B Grand Caravan,Avión comercial de pasajeros,Avión
Cessna 208B Grand Carivan,Avión comercial de pasajeros,Avión
Cessna 310C,Avión ligero,Avión
Cessna 335,Avión ligero,Avión
Cessna 402,Avión ligero,Avión
Cessna 402 / Piper PA-28,Avión ligero,Avión
Cessna 402B,Avión ligero,Avión
Cessna 402C,Avión ligero,Avión
Cessna 402C Utililiner,Avión ligero,Avión
Cessna 404 Titan,Avión ligero,Avión
Cessna 404 Titan Courier II,Avión ligero,Avión
Cessna 404 Titan II,Avión ligero,Avión
Cessna 421,Avión ligero,Avión
Cessna 421 Golden Eagle,Avión ligero,Avión
Cessna 421C Golden Eagle,Avión ligero,Avión
Cessna 441 Conquest,Avión de transporte y pasajeros,Avión
Cessna 441 Conquest II,Avión de transporte y pasajeros,Avión
Cessna 500 Citation I,Avión de transporte y pasajeros,Avión
Cessna 501 Citation,Avión de transporte y pasajeros,Avión
Cessna 550 Citation II,Avión de transporte y pasajeros,Avión
Cessna 560 Citation V,Avión de transporte y pasajeros,Avión
Cessna T207A,Avión ligero,Avión
Chance Vought F-8E,Avión militar,Avión
Channel Air Bridge,Avión comercial de pasajeros,Avión
Consolidated  32 Liberator II,Avión militar,Avión
Consolidated  PBY-5A Catalina,Hidroavión militar,Hidroavión
Consolidated 32-2 Liberator I,Avión militar,Avión
Consolidated 32-2 Liberator II,Avión militar,Avión
Consolidated 32-3 Liberator II,Avión militar,Avión
Consolidated B-24,Avión militar,Avión
Consolidated B-24 / Consolidated B-24,Avión militar,Avión
Consolidated B-24 Liberator,Avión militar,Avión
Consolidated B-24H,Avión militar,Avión
Consolidated B-24J,Avión militar,Avión
Consolidated B24H,Avión militar,Avión
Consolidated C-87,Avión militar,Avión
Consolidated Canso (amphibian),Hidroavión militar,Hidroavión
Consolidated Catalina,Hidroavión militar,Hidroavión
Consolidated Catalina PB2Y-3R,Hidroavión militar,Hidroavión
Consolidated Fleetster,Avión comercial de pasajeros,Avión
Consolidated LB-30-A Liberator,Avión militar,Avión
Consolidated LB-30A Liberator,Avión militar,Avión
Consolidated LB-40-A Liberator,Avión militar,Avión
Consolidated Liberator,Avión militar,Avión
Consolidated Liberator B24 C,Avión militar,Avión
Consolidated OA-10 Catalina,Hidroavión militar,Hidroavión
Consolidated PB4Y-1,Avión militar,Avión
Consolidated PBY-2 / Consolidated PBY-2,Hidroavión militar,Hidroavión
Consolidated PBY-5 Catalina,Hidroavión militar,Hidroavión
Consolidated PBY-5A  Catalina,Hidroavión militar,Hidroavión
Consolidated PBY-5A Catalina,Hidroavión militar,Hidroavión
Convair 580-11A,Avión comercial de pasajeros,Avión
Convair 600,Avión comercial de pasajeros,Avión
Convair B-36,Avión militar,Avión
Convair B-36D,Avión militar,Avión
Convair C-131D (CV-340-79),Avión militar,Avión
Convair CV- 640,Avión comercial de pasajeros,Avión
Convair CV-240,Avión comercial de pasajeros,Avión
Convair CV-240-0,Avión comercial de pasajeros,Avión
Convair CV-240-12,Avión comercial de pasajeros,Avión
Convair CV-240-2,Avión comercial de pasajeros,Avión
Convair CV-240-4,Avión comercial de pasajeros,Avión
Convair CV-240-53,Avión comercial de pasajeros,Avión
Convair CV-240-7,Avión comercial de pasajeros,Avión
Convair CV-300,Avión comercial de pasajeros,Avión
Convair CV-340,Avión comercial de pasajeros,Avión
Convair CV-340-32,Avión comercial de pasajeros,Avión
Convair CV-340-58,Avión comercial de pasajeros,Avión
Convair CV-340-59,Avión comercial de pasajeros,Avión
Convair CV-340-62,Avión comercial de pasajeros,Avión
Convair CV-340-68B,Avión comercial de pasajeros,Avión
Convair CV-340/440,Avión comercial de pasajeros,Avión
Convair CV-440,Avión comercial de pasajeros,Avión
Convair CV-440 -62,Avión comercial de pasajeros,Avión
Convair CV-440-0,Avión comercial de pasajeros,Avión
Convair CV-440-11,Avión comercial de pasajeros,Avión
Convair CV-440-12,Avión comercial de pasajeros,Avión
Convair CV-440-59,Avión comercial de pasajeros,Avión
Convair CV-440-62,Avión comercial de pasajeros,Avión
Convair CV-440-80,Avión comercial de pasajeros,Avión
Convair CV-440F,Avión comercial de pasajeros,Avión
Convair CV-580,Avión comercial de pasajeros,Avión
Convair CV-580 / Cessna 150,Avión comercial de pasajeros,Avión
Convair CV-580/De Hav. Twin Otter 100,Avión comercial de pasajeros,Avión
Convair CV-580F,Avión comercial de pasajeros,Avión
Convair CV-640,Avión comercial de pasajeros,Avión
Convair CV-880,Avión comercial de pasajeros,Avión
Convair CV-880 / McDonnell DC-9-31,Avión comercial de pasajeros,Avión
Convair CV-880-22-1,Avión comercial de pasajeros,Avión
Convair CV-880-22M-21,Avión comercial de pasajeros,Avión
Convair CV-880-22M-3,Avión comercial de pasajeros,Avión
Convair CV-990-30A-5,Avión comercial de pasajeros,Avión
Convair CV-990-30A-5 Coronado,Avión comercial de pasajeros,Avión
Convair CV-990-30A-6,Avión comercial de pasajeros,Avión
Convair RB-36H,Avión militar,Avión
ConvairCV-440,Avión comercial de pasajeros,Avión
Curtis C-46,Avión militar,Avión
Curtis C-46A,Avión militar,Avión
Curtis C-46A-20-CU,Avión militar,Avión
Curtis C-46E-1-CS Commando,Avión militar,Avión
Curtiss AT-32C Condor,Avión militar,Avión
Curtiss C 46F-CU,Avión militar,Avión
Curtiss C-46,Avión militar,Avión
Curtiss C-46 Commando,Avión militar,Avión
Curtiss C-46-CU,Avión militar,Avión
Curtiss C-46-F-1-CU,Avión militar,Avión
Curtiss C-46A,Avión militar,Avión
Curtiss C-46A-40-CU,Avión militar,Avión
Curtiss C-46A-45-CU,Avión militar,Avión
Curtiss C-46A-50-CU,Avión militar,Avión
Curtiss C-46A-55,Avión militar,Avión
Curtiss C-46A-55-CK,Avión militar,Avión
Curtiss C-46A-60-CK,Avión militar,Avión
Curtiss C-46A-60-CS,Avión militar,Avión
Curtiss C-46A-CU,Avión militar,Avión
Curtiss C-46C,Avión militar,Avión
Curtiss C-46D,Avión militar,Avión
Curtiss C-46D-10-CU,Avión militar,Avión
Curtiss C-46D-15--CU,Avión militar,Avión
Curtiss C-46D-15-CU,Avión militar,Avión
Curtiss C-46D-20-CU,Avión militar,Avión
Curtiss C-46D-5-CU,Avión militar,Avión
Curtiss C-46D-CU,Avión militar,Avión
Curtiss C-46E,Avión militar,Avión
Curtiss C-46E-1-CS,Avión militar,Avión
Curtiss C-46F,Avión militar,Avión
Curtiss C-46F-1-CU,Avión militar,Avión
Curtiss C-46F-1CU,Avión militar,Avión
Curtiss C-46T,Avión militar,Avión
Curtiss C-47,Avión militar,Avión
Curtiss Carrier Pigeon,Avión de transporte y correo,Avión
Curtiss Condor 18,Avión comercial de pasajeros,Avión
Curtiss Condor T-32,Avión militar,Avión
Curtiss JN-4H,Avión militar,Avión
Curtiss R-4LM,Helicóptero militar,Helicóptero
Curtiss Wright C-46,Avión militar,Avión
Curtiss Wright C-46F,Avión militar,Avión
Curtiss seaplane,Hidroavión de transporte y pasajeros,Hidroavión
Curtiss-Wright C-14 Osprey,Avión de transporte y correo,Avión
Curtiss-Wright C-46,Avión militar,Avión
Curtiss-Wright C-46A-CK,Avión militar,Avión
Curtiss-Wright C-46D-CU,Avión militar,Avión
Curtiss-Wright C-46F-CU,Avión militar,Avión
Curtiss-Wright C46D-CU,Avión militar,Avión
Curtiss-Wright R5C-1,Avión militar,Avión
DC-2-243,Avión comercial de pasajeros,Avión
DC-3-65TP,Avión comercial de pasajeros,Avión
DC3(C47),Avión militar,Avión
DHC-5 Buffalo,Avión militar,Avión
DHC-6 Twin Otter 300 / NAMC YS-11,Avión comercial de pasajeros,Avión
Dassault Breguet Atlantique,Avión militar,Avión
Dassault Falcon 20,Avión de transporte y pasajeros,Avión
Dassault Falcon 20C,Avión de transporte y pasajeros,Avión
Dassault Falcon 20E,Avión de transporte y pasajeros,Avión
Dassault Falcon 50,Avión de transporte y pasajeros,Avión
Dassault Falcon 900B,Avión de transporte y pasajeros,Avión
Dassault-Breguet Atlantique,Avión militar,Avión
De Havilland Canada DHC-6-300 Twin Otter,Avión comercial de pasajeros,Avión
De Havilland D-84,Avión comercial de pasajeros,Avión
De Havilland DH-104 Dove,Avión comercial de pasajeros,Avión
De Havilland DH-4,Avión militar,Avión
"De Havilland DH-4De Havilland DH-4",Avión ligero,Avión
De Havilland DH-60,Avión ligero,Avión
De Havilland DH-60 Moth,Avión comercial de pasajeros,Avión
De Havilland DH-61,Avión comercial de pasajeros,Avión
De Havilland DH-80,Avión comercial de pasajeros,Avión
De Havilland DH-84,Avión comercial de pasajeros,Avión
De Havilland DH-85,Avión comercial de pasajeros,Avión
De Havilland DH-86,Avión militar,Avión
De Havilland DH.4,Avión comercial de pasajeros,Avión
De Havilland DH.80,Avión comercial de pasajeros,Avión
De Havilland Dash-3,Avión comercial de pasajeros,Avión
De Havilland Dove,Avión ligero,Avión
Desoutter II,Avión militar,Avión
Dewoitine D-332,Avión militar,Avión
Dewoitine D-333,Avión militar,Avión
Dewoitine D-338,Avión militar,Avión
Dewoitine D-342,Dirigible de transporte y carga,Dirigible
Dirigible,Dirigible de transporte y carga,Dirigible
Dirigible Roma (airship),Dirigible de transporte y carga,Dirigible
Dirigible ZR-1 Shenandoah (airship),Avión comercial de pasajeros,Avión
Domier Delphin III (flying boat),Avión comercial de pasajeros,Avión
Dormier Do-J-Iif Bos Wal flying boat,Avión comercial de pasajeros,Avión
Dornier 228,Avión comercial de pasajeros,Avión
Dornier 228-101,Avión comercial de pasajeros,Avión
Dornier 228-201,Avión comercial de pasajeros,Avión
Dornier 228-202,Avión comercial de pasajeros,Avión
Dornier 228-212,Avión comercial de pasajeros,Avión
Dornier 328-110,Avión comercial de pasajeros,Avión
Dornier DO-228-212,Avión militar,Avión
Dornier DO.18 (float plane),Avión comercial de pasajeros,Avión
Dornier Do-228-101,Avión comercial de pasajeros,Avión
Dornier Do-228-212,Avión comercial de pasajeros,Avión
Dornier Do-288-201,Avión comercial de pasajeros,Avión
Dornier Merkur,Avión comercial de pasajeros,Avión
Dornier Wal,Avión militar,Avión
Doublas C-47,Avión comercial de pasajeros,Avión
Doublas Dc-3,Avión militar,Avión
Douglas A-26B Invader,Avión militar,Avión
Douglas A-3D Skywarrior,Avión militar,Avión
Douglas C- C47A-30DK,Avión militar,Avión
Douglas C-118A,Avión militar,Avión
Douglas C-118A / Lockheed P2V-5F,Avión militar,Avión
Douglas C-118A Liftmaster,Avión militar,Avión
Douglas C-124A Globemaster,Avión militar,Avión
Douglas C-124A Globemaster II,Avión militar,Avión
Douglas C-124A-DL,Avión militar,Avión
Douglas C-124C,Avión militar,Avión
Douglas C-124C / Fairchild C-119C,Avión militar,Avión
Douglas C-124C Globemaster,Avión militar,Avión
Douglas C-133A,Avión comercial de pasajeros,Avión
Douglas C-39-DO  (DC-2),Avión militar,Avión
Douglas C-46A-CU ( DC-3),Avión militar,Avión
Douglas C-47,Avión militar,Avión
Douglas C-47 (DC-3),Avión militar,Avión
Douglas C-47 / Douglas DC-3,Avión militar,Avión
Douglas C-47 Dakota,Avión militar,Avión
Douglas C-47 Dakota-DK,Avión militar,Avión
Douglas C-47 Skytrain,Avión militar,Avión
